iter	Passed	Remaining
685	1230	563
686	1232	561
687	1234	559
688	1235	557
689	1238	556
690	1240	554
691	1242	553
692	1244	551
693	1245	549
694	1247	547
695	1248	545
696	1249	543
697	1251	541
698	1253	539
699	1257	538
700	1259	537
701	1260	535
702	1262	533
703	1263	531
704	1265	529
705	1267	527
706	1270	526
707	1274	525
708	1277	524
709	1279	522
710	1280	520
711	1282	518
712	1285	517
713	1288	516
714	1290	514
715	1292	512
716	1293	510
717	1295	508
718	1296	506
719	1298	504
720	1300	503
721	1307	503
722	1309	501
723	1311	499
724	1312	497
725	1313	495
726	1323	496
727	1326	495
728	1328	493
729	1330	492
730	1337	492
731	1338	490
732	1340	488
733	1342	486
734	1345	484
735	1346	483
736	1350	481
737	1352	480
738	1354	478
739	1356	476
740	1357	474
741	1359	472
742	1360	470
743	1362	468
744	1364	466
745	1368	466
746	1370	464
747	1372	462
748	1374	460
749	1375	458
750	1377	456
751	1378	454
752	1382	453
753	1384	451
754	1386	449
755	1387	447
756	1389	445
757	1390	444
758	1392	442
759	1393	440
760	1395	438
761	1397	436
762	1400	434
763	1401	432
764	1403	431
765	1404	429
766	1406	427
767	1407	425
768	1408	423
769	1410	421
770	1412	419
771	1413	417
772	1415	415
773	1416	413
774	1418	411
775	1419	409
776	1421	407
777	1422	406
778	1424	404
779	1425	402
780	1427	400
781	1428	398
782	1430	396
783	1431	394
784	1433	392
785	1434	390
786	1436	388
787	1437	386
788	1439	384
789	1440	382
790	1442	381
791	1443	379
792	1445	377
793	1446	375
794	1448	373
795	1449	371
796	1451	369
797	1452	367
798	1454	365
799	1455	363
800	1457	361
801	1459	360
802	1460	358
803	1462	356
804	1463	354
805	1465	352
806	1466	350
807	1467	348
808	1469	346
809	1470	344
810	1472	343
811	1473	341
812	1475	339
813	1476	337
814	1478	335
815	1480	333
816	1481	331
817	1483	329
818	1484	328
819	1485	326
820	1488	324
821	1493	323
822	1495	321
823	1498	320
824	1500	318
825	1502	316
826	1505	314
827	1507	313
828	1509	311
829	1510	309
830	1512	307
831	1513	305
832	1515	303
833	1516	301
834	1518	300
835	1519	298
836	1521	296
837	1522	294
838	1524	292
839	1525	290
840	1527	288
841	1528	286
842	1530	284
843	1531	283
844	1532	281
845	1534	279
846	1536	277
847	1537	275
848	1539	273
849	1540	271
850	1542	270
851	1543	268
852	1545	266
853	1546	264
854	1548	262
855	1549	260
856	1550	258
857	1552	256
858	1553	255
859	1555	253
860	1556	251
861	1558	249
862	1559	247
863	1561	245
864	1562	243
865	1563	241
866	1565	240
867	1566	238
868	1568	236
869	1569	234
870	1571	232
871	1572	230
872	1573	228
873	1575	227
874	1576	225
875	1578	223
876	1579	221
877	1581	219
878	1582	217
879	1584	216
880	1585	214
881	1589	212
882	1591	210
883	1593	209
884	1595	207
885	1596	205
886	1597	203
887	1599	201
888	1600	199
889	1605	198
890	1607	196
891	1609	194
892	1613	193
893	1615	191
894	1617	189
895	1619	187
896	1621	186
897	1623	184
898	1624	182
899	1626	180
900	1627	178
901	1629	177
902	1630	175
903	1632	173
904	1634	171
905	1635	169
906	1637	167
907	1638	166
908	1639	164
909	1641	162
910	1642	160
911	1644	158
912	1645	156
913	1647	154
914	1648	153
915	1650	151
916	1651	149
917	1653	147
918	1654	145
919	1656	144
920	1657	142
921	1659	140
922	1660	138
923	1662	136
924	1663	134
925	1665	133
926	1666	131
927	1668	129
928	1669	127
929	1671	125
930	1672	123
931	1674	122
932	1675	120
933	1676	118
934	1678	116
935	1679	114
936	1681	113
937	1682	111
938	1684	109
939	1685	107
940	1687	105
941	1688	103
942	1690	102
943	1691	100
944	1693	98
945	1694	96
946	1695	94
947	1697	93
948	1699	91
949	1700	89
950	1701	87
951	1703	85
952	1704	84
953	1706	82
954	1708	80
955	1709	78
956	1710	76
957	1712	75
958	1714	73
959	1715	71
960	1717	69
961	1718	67
962	1720	66
963	1721	64
964	1723	62
965	1724	60
966	1726	58
967	1727	57
968	1729	55
969	1731	53
970	1732	51
971	1734	49
972	1735	48
973	1736	46
974	1738	44
975	1739	42
976	1741	40
977	1742	39
978	1744	37
979	1745	35
980	1747	33
981	1748	32
982	1750	30
983	1751	28
984	1753	26
985	1754	24
986	1755	23
987	1757	21
988	1758	19
989	1760	17
990	1761	15
991	1763	14
992	1764	12
993	1766	10
994	1767	8
995	1768	7
996	1770	5
997	1771	3
998	1773	1
999	1774	0
