iter	Logloss
130	0.2634866898
131	0.2624182224
132	0.2612022052
133	0.2603592865
134	0.2597390232
135	0.2585352357
136	0.2573220427
137	0.2558770208
138	0.2550640139
139	0.2542133012
140	0.2527916503
141	0.2506398399
142	0.2494914447
143	0.2489416719
144	0.2481169312
145	0.2472180714
146	0.2464869675
147	0.2455809643
148	0.2442593499
149	0.2432771194
150	0.2427328083
151	0.2424358355
152	0.2414172247
153	0.2407359776
154	0.2394593714
155	0.2385149677
156	0.2371509812
157	0.2364614679
158	0.2353443804
159	0.2345155263
160	0.2336509175
161	0.2327980194
162	0.2320117281
163	0.2309032574
164	0.2299270437
165	0.2287845762
166	0.2280351243
167	0.2265397011
168	0.2254069683
169	0.2248553269
170	0.2239976364
171	0.2235551597
172	0.22315165
173	0.222464442
174	0.2213035168
175	0.2202790984
176	0.2192127655
177	0.2183903493
178	0.2172131368
179	0.2164417945
180	0.2156043161
181	0.2148776261
182	0.2131573328
183	0.2125527209
184	0.2117721387
185	0.2111499294
186	0.2102037311
187	0.209551856
188	0.2087570163
189	0.2080050076
190	0.2073655843
191	0.2071284399
192	0.2064377207
193	0.2055905786
194	0.2050842367
195	0.2044779773
196	0.2036796125
197	0.203069552
198	0.2024580874
199	0.2012016115
200	0.2002039263
201	0.1995048414
202	0.1986328667
203	0.1978850943
204	0.197468156
205	0.197192682
206	0.1965453328
207	0.1954197071
208	0.1945428106
209	0.1937744819
210	0.1928355629
211	0.1918116181
212	0.1910341428
213	0.1907847896
214	0.1901450657
215	0.1893963587
216	0.1885324789
217	0.1879426956
218	0.187292791
219	0.1863656911
220	0.1854919542
221	0.1848924751
222	0.1842392989
223	0.1838399209
224	0.1828789469
225	0.1824764661
226	0.1819562968
227	0.1813077359
228	0.1802699747
229	0.1791564365
230	0.1788316216
231	0.1785117097
232	0.1778682008
233	0.1771835039
234	0.1768531794
235	0.1764123298
236	0.1758698818
237	0.1753901063
238	0.1748206513
239	0.1738413236
240	0.1730039793
241	0.172650482
242	0.1716032863
243	0.1709150753
244	0.1703842832
245	0.1701437799
246	0.1696258222
247	0.1693498221
248	0.1688841348
249	0.1687567841
250	0.168270808
251	0.167874058
252	0.1674365404
253	0.1662793266
254	0.166022556
255	0.1657784589
256	0.1652533499
257	0.1649072897
258	0.1642916533
259	0.1639413433
260	0.163310242
261	0.1629784917
262	0.1622086419
263	0.1617709099
264	0.1613296869
265	0.1610120305
266	0.1606430667
267	0.1601017962
268	0.15997854
269	0.1593726764
270	0.1590506637
271	0.1587366641
272	0.15815003
273	0.1572612286
274	0.1568232985
275	0.155960034
276	0.1553438327
277	0.1550536188
278	0.1543902535
279	0.1536797821
280	0.1528752438
281	0.1525064109
282	0.152020554
283	0.1516571987
284	0.1509621095
285	0.1503122285
286	0.1491772146
287	0.149098156
288	0.1479940682
289	0.1479237169
290	0.1478602122
291	0.1478090574
292	0.1475146226
293	0.1473250792
294	0.1470797703
295	0.1459279398
296	0.14569732
297	0.1455198562
298	0.1451884282
299	0.1451193707
300	0.1447787724
301	0.1447252714
302	0.1439397175
303	0.1437921671
304	0.1429305302
305	0.1426434102
306	0.1421331299
307	0.141625151
308	0.141521924
309	0.1412134016
310	0.1408735543
311	0.1405285265
312	0.139689427
313	0.1390549378
314	0.1385258719
315	0.1382107637
316	0.137756999
317	0.1373261441
318	0.1372460585
319	0.1370728188
320	0.1366499918
321	0.1365968284
322	0.1364618892
323	0.1361831765
324	0.1361214087
325	0.1352904156
326	0.1349049205
327	0.1348752752
328	0.1342729556
329	0.1338698553
330	0.1334702496
331	0.1326044932
332	0.1323252799
333	0.1316032413
334	0.1309896764
335	0.1308766633
336	0.1303220283
337	0.1298646995
338	0.129596558
339	0.1289542463
340	0.1285505368
341	0.1282584482
342	0.127558006
343	0.1268125886
344	0.1263652365
345	0.1260786577
346	0.1256417972
347	0.1254681161
348	0.1254279256
349	0.1253949943
350	0.1250661868
351	0.1242851511
352	0.1241386198
353	0.1235689846
354	0.123116645
355	0.1226301885
356	0.1223373611
357	0.1222084291
358	0.1221501743
359	0.1219040723
360	0.121361786
361	0.1208717852
362	0.1205882569
363	0.1199822024
364	0.1198012326
365	0.1193934841
366	0.1189174285
367	0.1181564313
368	0.1174156877
369	0.116887979
370	0.1164443615
371	0.1164083443
372	0.1160522401
373	0.1156036935
374	0.1152133507
375	0.1147587265
376	0.1145695951
377	0.1142140551
378	0.114147572
379	0.1135502346
380	0.1132867617
381	0.1128402736
382	0.1123940684
383	0.1118681404
384	0.1116966585
385	0.1111436745
386	0.1108753805
387	0.1107749143
388	0.1106433515
389	0.1103862057
390	0.1098600758
391	0.1090384021
392	0.1088108186
393	0.1081169401
394	0.1076398383
395	0.1073397287
396	0.1069086713
397	0.1065335082
398	0.1065004508
399	0.1063336635
400	0.1058873556
401	0.1053277354
402	0.104817197
403	0.1047948661
404	0.1047416475
405	0.1046863636
406	0.1043589741
407	0.1041201241
408	0.1036848985
409	0.1034956167
410	0.1031722602
411	0.1027306248
412	0.1024146382
413	0.1021407009
414	0.1019319135
415	0.1016860259
416	0.1015310523
417	0.1013075617
418	0.1011250354
419	0.100693876
420	0.1002592273
421	0.09976282058
422	0.09913463036
423	0.09880596758
424	0.09862450655
425	0.09822264438
426	0.09817903507
427	0.09778654161
428	0.09750142409
429	0.0974092738
430	0.09736131682
431	0.09728723408
432	0.09700477692
433	0.09654261589
434	0.09632192854
435	0.09616382471
436	0.09577119021
437	0.09534511308
438	0.09522639687
439	0.09477944061
440	0.09434117484
441	0.09418158422
442	0.09337478304
443	0.09290466749
444	0.09245264598
445	0.09196091788
446	0.09174042977
447	0.09140043027
448	0.0912358622
449	0.0908821722
450	0.0905223383
451	0.09026252554
452	0.09016294909
453	0.0898455597
454	0.08955736491
455	0.08934172367
456	0.08918153257
457	0.08873517376
458	0.08858529196
459	0.08821168613
460	0.08809509563
461	0.08785552546
462	0.0876341722
463	0.08737095029
464	0.08695164291
465	0.08682402625
466	0.08670708149
467	0.08635248403
468	0.08592375295
469	0.08561267565
470	0.08527320066
471	0.08524658516
472	0.0849251464
473	0.08440726394
474	0.08399787445
475	0.08386103335
476	0.08365083387
477	0.08357869185
478	0.08316592349
479	0.08295531549
480	0.0826931492
481	0.0822660858
482	0.08207090604
483	0.08193638952
484	0.08162252132
485	0.08141986668
486	0.08099088817
487	0.08072483624
488	0.08049553702
489	0.08039818575
490	0.0802476378
491	0.08011470195
492	0.080063724
493	0.07970573001
494	0.07939164247
495	0.07933421529
496	0.07907622625
497	0.07904348931
498	0.07901688458
499	0.07860144305
500	0.07827546148
501	0.07806776679
502	0.07795647865
503	0.07794120605
504	0.07769519878
505	0.07748601683
506	0.07708885947
507	0.07694714543
508	0.07661227492
509	0.07641696377
510	0.0761709154
511	0.0760336526
512	0.07579628425
513	0.07556463949
514	0.0753325922
515	0.07512168466
516	0.07493772305
517	0.07489900279
518	0.07478089505
519	0.07466713848
520	0.0746254917
521	0.07443990323
522	0.07391889004
523	0.07377845175
524	0.07365199312
525	0.07353779174
526	0.07323049794
527	0.07308266213
528	0.07297492788
529	0.07288536369
530	0.07279720668
531	0.07256571906
532	0.07254999074
533	0.07224452566
534	0.07194670614
535	0.07190057362
536	0.07181990204
537	0.07148463321
538	0.07134883615
539	0.07124567233
540	0.07096065859
541	0.07081274037
542	0.07065232629
543	0.0704812138
544	0.06996884034
545	0.06948805343
546	0.06926794366
547	0.06901585847
548	0.06897674585
549	0.06869780733
550	0.06847387215
551	0.06822354144
552	0.06784716123
553	0.0677406696
554	0.06746219736
555	0.06740789959
556	0.06736268548
557	0.06716372245
558	0.06713314066
559	0.06694488637
560	0.06684893346
561	0.06674920644
562	0.06659245062
563	0.06650419379
564	0.06620989175
565	0.06592680434
566	0.06555859727
567	0.06533876444
568	0.0652189594
569	0.0650145943
570	0.06475355019
571	0.06472734962
572	0.06454120298
573	0.06436651422
574	0.06416980385
575	0.06411410214
576	0.06402152557
577	0.06372748188
578	0.06371614638
579	0.06352688802
580	0.06328566944
581	0.0629886795
582	0.06288915854
583	0.0627523473
584	0.06242710879
585	0.06231572462
586	0.06206079063
587	0.06176216733
588	0.06163802349
589	0.0615782991
590	0.06133442025
591	0.06130019786
592	0.06122612387
593	0.06099861592
594	0.06081164234
595	0.06065573322
596	0.06064161827
597	0.06060340766
598	0.06038793594
599	0.06031884467
600	0.060104028
601	0.05995932114
602	0.05967968738
603	0.05942238941
604	0.05939826313
605	0.05914201935
606	0.05892785344
607	0.05888877025
608	0.0587200993
609	0.05870167643
610	0.05860937952
611	0.05855837757
612	0.05848421454
613	0.05820906835
614	0.05804726203
615	0.05780624964
616	0.05771381301
617	0.05767787541
618	0.05752692829
619	0.057518441
620	0.05738072884
621	0.05715525402
622	0.05706261861
623	0.05684325511
624	0.0566699149
625	0.05661323677
626	0.05648657327
627	0.05642220604
628	0.05634630727
629	0.05626374963
630	0.05609127671
631	0.05600757357
632	0.05583449221
633	0.05575332294
634	0.05562623446
635	0.0555715028
636	0.05541268137
637	0.05521971084
638	0.05512426862
639	0.05495114616
640	0.05476485828
641	0.05470491472
642	0.05446612318
643	0.05443635621
644	0.05437833832
645	0.05415481768
646	0.05402002852
647	0.05392173783
648	0.05369647355
649	0.05354685861
650	0.05346318787
651	0.0534465563
652	0.05318970911
653	0.05307587293
654	0.05295488304
655	0.0528754854
656	0.05281199881
657	0.05273585751
658	0.05260904801
659	0.05251117674
660	0.0522952465
661	0.05212352595
662	0.05195566143
663	0.05192803234
664	0.05167018664
665	0.05147995921
666	0.05144012497
667	0.05137217849
668	0.0513601235
669	0.05126681367
670	0.05112659491
671	0.05095295812
672	0.05075562022
673	0.0505071785
674	0.05042256898
675	0.05024154093
676	0.05011953825
677	0.04992701168
678	0.04986859804
679	0.04967692316
680	0.04952934503
681	0.04939246112
682	0.04934252515
683	0.04931492226
684	0.04918775883
685	0.0490673785
686	0.04894146753
687	0.04880869246
688	0.04868250308
689	0.0486487275
690	0.04853031122
691	0.04833761631
692	0.04828706943
693	0.04813583095
694	0.04791562082
695	0.04786458557
696	0.04785996955
697	0.04769933723
698	0.04769081902
699	0.04755419588
700	0.04753381059
701	0.0475106385
702	0.04744955312
703	0.04721066964
704	0.04711249791
705	0.04702434127
706	0.04688899012
707	0.04673831038
708	0.04666611455
709	0.04662044303
710	0.04655166951
711	0.04647184268
712	0.04629991304
713	0.04609263004
714	0.04605073185
715	0.0459329739
716	0.04573347472
717	0.04572761229
718	0.04566047333
719	0.04562712983
720	0.04540319455
721	0.0452751349
722	0.04526721649
723	0.04524820355
724	0.0452404131
725	0.04522262612
726	0.04511068132
727	0.04502029768
728	0.0449510475
729	0.04492662745
730	0.0447765327
731	0.04460789902
732	0.04449964511
733	0.04432383777
734	0.04413781538
735	0.04398221237
736	0.04396462529
737	0.04384080836
738	0.04383622085
739	0.04373341897
740	0.04360538531
741	0.04356591778
742	0.04343060131
743	0.04331661332
744	0.04328689708
745	0.04326989479
746	0.04317184167
747	0.04298566733
748	0.04290079234
749	0.04276715708
750	0.0426310859
751	0.04248787489
752	0.04244630436
753	0.04231848694
754	0.04222404312
755	0.04220362456
756	0.04211870572
757	0.04207326567
758	0.04196109244
759	0.04193498621
760	0.04185709991
761	0.04176251209
762	0.04174666709
763	0.04174241822
764	0.04157956229
765	0.04155805899
766	0.04149417049
767	0.04133875919
768	0.0412242107
769	0.04117575042
770	0.04105379514
771	0.0409716865
772	0.04087993009
773	0.04076535106
774	0.04065529823
775	0.04062537066
776	0.04053046055
777	0.04050823763
778	0.04050371359
779	0.04039893511
780	0.04029595646
781	0.04020295241
782	0.04008633226
783	0.03995789642
784	0.03981659648
785	0.03969450396
786	0.03960966784
787	0.03953684384
788	0.0393937894
789	0.03929333353
790	0.03921019867
791	0.03915980921
792	0.03908088923
793	0.03899241622
794	0.03894375914
795	0.03889800288
796	0.03880324184
797	0.03870899036
798	0.03869681983
799	0.0384992585
800	0.03849463911
801	0.03833185464
802	0.03820774914
803	0.03819630463
804	0.0381035654
805	0.03797134554
806	0.03796723003
807	0.03796199466
808	0.03793953396
809	0.03793359396
810	0.03779171112
811	0.03764797246
812	0.03748978135
813	0.03745492858
814	0.03742352517
815	0.03734989487
816	0.03734546008
817	0.03722389464
818	0.03720784613
819	0.03720291076
820	0.03708346116
821	0.03706728562
822	0.03704531781
823	0.03699509338
824	0.03698994688
825	0.03698195556
826	0.03694459228
827	0.0369169662
828	0.0368506581
829	0.03682142275
830	0.03677911065
831	0.03667548953
832	0.03658758229
833	0.03655604989
834	0.03655250217
835	0.03650424057
836	0.03639774018
837	0.0363942522
838	0.03637928192
839	0.03621471616
840	0.03616008848
841	0.03614869143
842	0.03602380825
843	0.03602036693
844	0.03599982106
845	0.03581835372
846	0.03580885028
847	0.03574338921
848	0.0357253216
849	0.03571751588
850	0.03560759568
851	0.03551194646
852	0.03538428971
853	0.03537576157
854	0.03535431863
855	0.03527531457
856	0.03521637201
857	0.03520862148
858	0.03516937831
859	0.03506038954
860	0.03505333966
861	0.03494889203
862	0.03494566619
863	0.03493846965
864	0.03484778139
865	0.03474466375
866	0.03473176602
867	0.03469297709
868	0.03459955224
869	0.03459094402
870	0.0345841693
871	0.0345113586
872	0.03445814821
873	0.03435354056
874	0.03433864477
875	0.0343340072
876	0.03430193171
877	0.03421903799
878	0.03420786441
879	0.03420481566
880	0.03416982574
881	0.0341029194
882	0.03401415737
883	0.03400822727
884	0.03399723112
885	0.03396050555
886	0.03388712955
887	0.03388277109
888	0.03380977237
889	0.03372283281
890	0.03371215741
891	0.03359417726
892	0.03348307697
893	0.03342921568
894	0.03335243143
895	0.03322946246
896	0.0331456216
897	0.03314130538
898	0.03312983109
899	0.03309501409
900	0.03303498022
901	0.03292294159
902	0.03284277419
903	0.03274947782
904	0.03255689207
905	0.03244457375
906	0.0324396942
907	0.03237205932
908	0.03232682584
909	0.03230606303
910	0.03229931919
911	0.0322204259
912	0.0321798613
913	0.03210760372
914	0.03200897377
915	0.0319814735
916	0.03194953663
917	0.0318962999
918	0.03186144111
919	0.03185875701
920	0.03180594288
921	0.0317405938
922	0.03173631189
923	0.03159968528
924	0.03159649228
925	0.03150699361
926	0.03150338702
927	0.03147332146
928	0.03141419289
929	0.03130698841
930	0.03129243423
931	0.03122334661
932	0.03117762811
933	0.03116410828
934	0.0311583046
935	0.03114920607
936	0.03104819898
937	0.03104081119
938	0.03100093361
939	0.03093419041
940	0.03085021525
941	0.03083934222
942	0.03069988724
943	0.03063751159
944	0.03062483012
945	0.03060678273
946	0.03054820331
947	0.03045245795
948	0.03041394326
949	0.03035229866
950	0.03033232818
951	0.03031371474
952	0.03025521272
953	0.03024962311
954	0.03024525147
955	0.03021291356
956	0.03019675552
957	0.03015084283
958	0.03008213907
959	0.0300034985
960	0.02991670802
961	0.02990422428
962	0.02982459154
963	0.02977659462
964	0.02970836199
965	0.02958467402
966	0.02950348232
967	0.02949262086
968	0.02945011685
969	0.0294412123
970	0.02936895673
971	0.02932275348
972	0.02930652243
973	0.0292420683
974	0.02917228312
975	0.02911411487
976	0.0290845429
977	0.02907451818
978	0.0289911278
979	0.0288903201
980	0.02888562871
981	0.02879568956
982	0.02879231144
983	0.0287221026
984	0.02862242082
985	0.02858712725
986	0.02850802727
987	0.02844608587
988	0.02839357574
989	0.02832487
990	0.02831463341
991	0.02826100447
992	0.02823869053
993	0.02817435176
994	0.02811398421
995	0.02807500472
996	0.02803491613
997	0.02797969299
998	0.02797268364
999	0.0279575495
